name	1 HepG2 CMV	2 HepG2 CMV HDAC5	3 HepG2 HDAC5	4 293T CMV	5 293T CMV HDAC5	6 293T HDAC5	7 293T CMV HDAC5 H1006Y	8 293T HDAC5 H1006Y	9 293T Core	10 293T Core HDAC5	11 293T C-S- Core	12 293T C-S- Core HDAC5	13 HepDE19 +tet	14 HepDE19 -tet	15 BSA	16 Blank
GRP75_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
HBA_HUMAN	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1
"HS71A_HUMAN,HS71B_HUMAN"	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0
HS90B_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSP7C_HUMAN	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0
IF2B1_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
K1C10_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K1C9_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K22E_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K2C1_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K2C1B_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K2C5_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K2C8_HUMAN	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0
MK_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO3A_HUMAN	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1
NET4_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PATL1_HUMAN	1	1	1	0	0	1	0	1	1	0	1	1	1	1	0	0
PCLO_HUMAN	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
PGAM5_HUMAN	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
PGK1_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PI3R6_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRDX1_HUMAN	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0
PRDX4_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
RGN_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RL23A_HUMAN	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0
RL7_HUMAN	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RM14_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROA3_HUMAN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RS13_HUMAN	1	0	0	1	1	0	1	0	1	1	1	1	0	0	0	0
RS17_HUMAN	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0
RS18_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
RS19_HUMAN	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	0
RS25_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
RS27A_HUMAN	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0
RS3_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
RS30_HUMAN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
RS4X_HUMAN	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0
SAHH_HUMAN	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SMD3_HUMAN	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0
SRSF1_HUMAN	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0
TBB5_HUMAN	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0
TFAM_HUMAN	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
TRY1_HUMAN	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0
WDR18_HUMAN	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
1433T_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
1433Z_HUMAN	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0
ACTA_HUMAN	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0
ACTB_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
ACTG_HUMAN	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0
ADDA_HUMAN	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0
ADT2_HUMAN	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0
ARP2_HUMAN	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0
ARP3_HUMAN	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
ARPC4_HUMAN	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
BCLF1_HUMAN	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
CALD1_HUMAN	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
"CAPSD_ASHV,CAPSD_WHV1,CAPSD_WHV2,CAPSD_WHV3,CAPSD_WHV4,CAPSD_WHV5"	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
CAPSD_HBVA5	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0
CAPSD_HBVB3	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
CAPSD_HBVB8	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
CAPSD_HBVC9	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
CAPSD_HBVD7	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
CAPSD_HBVGB	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
CAPZB_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
CAZA1_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
"CBSL_HUMAN,CBS_HUMAN"	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0
CLK2_HUMAN	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
COF1_HUMAN	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0
COR1C_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
CPSF5_HUMAN	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0
DCD_HUMAN	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0
DCP2_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0
DDX17_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0
DDX3X_HUMAN	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0
DNJB6_HUMAN	0	0	0	1	1	0	1	0	0	1	1	1	0	1	0	0
DREB_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
ECHB_HUMAN	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
EF2_HUMAN	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0
ERLN1_HUMAN	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
ERLN2_HUMAN	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0
FLII_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
G3P_HUMAN	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0
GELS_HUMAN	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0
GIPC1_HUMAN	0	0	0	1	1	0	1	0	1	1	1	1	0	0	0	0
H12_HUMAN	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0
H1X_HUMAN	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0
H2B1A_HUMAN	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0
HDAC5_HUMAN	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0
HELZ_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0
HNRPC_HUMAN	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0
HNRPK_HUMAN	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0
HNRPU_HUMAN	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0
IF4B_HUMAN	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0
ILF2_HUMAN	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0
IMDH2_HUMAN	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0
K1C14_HUMAN	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0
K1C16_HUMAN	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0
K1C18_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0
K2C6A_HUMAN	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1
KPYM_HUMAN	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0
LC7L2_HUMAN	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0
LIMA1_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
LRRF2_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
"ML12A_HUMAN,ML12B_HUMAN"	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0
MLF2_HUMAN	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0
MPRIP_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
MYH10_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
MYH14_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
MYH9_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0
MYL6_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
MYL6B_HUMAN	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0
MYO1B_HUMAN	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0
MYO1C_HUMAN	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0
MYO1D_HUMAN	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0
MYO6_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
MYPT1_HUMAN	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0
NFL_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
NFM_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
NUCL_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
PABP1_HUMAN	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0
PABP4_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0
PARP1_HUMAN	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0
PHB_HUMAN	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
PHB2_HUMAN	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0
PIMT_HUMAN	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0
PIN1_HUMAN	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PLST_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
PP1G_HUMAN	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0
PTBP1_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
PUR6_HUMAN	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
RAI14_HUMAN	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0
RBBP4_HUMAN	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0
RBMX_HUMAN	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0
REEP3_HUMAN	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RL10A_HUMAN	0	0	0	1	1	0	1	0	1	1	1	1	0	0	0	0
RL11_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
RL12_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
RL13_HUMAN	0	0	0	1	1	0	1	0	1	1	1	1	0	0	0	0
RL18A_HUMAN	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0
RL22_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
RL23_HUMAN	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0
RL30_HUMAN	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
RL31_HUMAN	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0
RL35_HUMAN	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0	0
RL38_HUMAN	0	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0
RL8_HUMAN	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
RLA0_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
RNF5_HUMAN	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0
RO52_HUMAN	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0
ROA0_HUMAN	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ROA2_HUMAN	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0
RS14_HUMAN	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0
RS16_HUMAN	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0
RS20_HUMAN	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0
RS29_HUMAN	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0
RS3A_HUMAN	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
RUVB1_HUMAN	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0
SERA_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
SRPK1_PONAB	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
SRS10_HUMAN	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0
SRSF3_HUMAN	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0
TBA1B_HUMAN	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0
TBB4B_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
TCPQ_HUMAN	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
TMM33_HUMAN	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
TMOD3_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
TOM1_HUMAN	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0
TPM1_HUMAN	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0
TPM3_HUMAN	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0
TPM4_HUMAN	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0
VIME_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
XRN1_HUMAN	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0
YBOX1_HUMAN	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0
YBOX3_HUMAN	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
AINX_HUMAN	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
ANM5_HUMAN	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
ARI1_HUMAN	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0
CTRO_HUMAN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ECHA_HUMAN	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0
FLNA_HUMAN	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0
ILF3_HUMAN	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0
KHDR1_HUMAN	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
LARP1_HUMAN	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0
MLF1_HUMAN	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0
MYO5A_HUMAN	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0
P25705-DECOY	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0
PAWR_HUMAN	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0
PCBP2_HUMAN	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0
POTEI_HUMAN	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
PRDX6_HUMAN	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
RFA1_HUMAN	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0
RFA2_HUMAN	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0
RL21_HUMAN	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
RL24_HUMAN	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
RS7_HUMAN	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0
S7A6O_HUMAN	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0
SSBP_HUMAN	0	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0
TCPD_HUMAN	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0
TCPG_HUMAN	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
XRCC6_HUMAN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ZN618_HUMAN	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
ANXA2_HUMAN	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
CCNB1_HUMAN	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
CDK1_HUMAN	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
EMD_HUMAN	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
IF4A1_HUMAN	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0
K1C17_HUMAN	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
K2C6B_HUMAN	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
MYH16_HUMAN	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PP1B_HUMAN	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
PSMD2_HUMAN	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
S10A8_HUMAN	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
S10A9_HUMAN	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
"SPR1A_HUMAN,SPR1B_HUMAN"	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
"SPR2A_HUMAN,SPR2B_HUMAN,SPR2D_HUMAN,SPR2E_HUMAN,SPR2G_HUMAN"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SRSF6_HUMAN	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
TRI26_HUMAN	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
"U2AF1_HUMAN,U2AF5_HUMAN"	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ZN428_HUMAN	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0
ATPA_HUMAN	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
CRKL_HUMAN	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DHRS2_HUMAN	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
FMR1_HUMAN	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GRN_HUMAN	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
IF2B3_HUMAN	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0
PCM1_HUMAN	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
PEG10_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
RS23_HUMAN	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ACTBL_HUMAN	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
ATD3A_HUMAN	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
CAPR1_HUMAN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"CTBP1_HUMAN,CTBP2_HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DHCR7_HUMAN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GCN1_HUMAN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HBSAG_HBVD3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LG3BP_HUMAN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PELP1_HUMAN	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
RBM14_HUMAN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SARAF_HUMAN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SP130_HUMAN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K2C78_HUMAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AATM_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAG2_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HBB_HUMAN,HBD_HUMAN"	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
IF2B2_HUMAN	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTC_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RL37A_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBP7_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
